"","D-12_1","D-12_2","D-12_3","D-24_1","D-24_2","D-24_3","D-36_1","D-36_2","D-36_3","D-48_1","D-48_2","D-48_3","D-60_1","D-60_2","D-60_3"
"LOC108002708",56.207,53.324,57.02,41.769,43.619,44.148,42.407,32.623,35.382,27.24,32.453,36.792,52.53,50.453,53.368
"LOC108002842",124.231,135.439,139.006,117.109,104.593,106.657,123.407,105.777,107.514,93.667,104.771,102.236,122.631,118.096,127.012
"LOC108003398",152.865,156.958,162.59,471.373,511.455,477.128,586.361,442.634,536.416,498.828,619.442,659.403,617.436,649.238,638.975
"LOC107996007",0,0,0,5.549,6.27,6.62,7.072,4.202,5.008,6.113,6.349,9.382,12.12,10.738,11.761
"LOC108002850",132.86,135.039,134.371,91.117,93.527,86.549,70.216,56.878,61.396,38.794,46.016,47.8,64.031,67.971,64.492
"LOC107998115",0.056,0.285,0.16,0,0.077,0,0.064,0.034,0.035,0.458,0.231,0.381,0,0.073,0.116
"LOC107996659",0.881,0,0.47,0.281,0.302,0.785,0.127,0.133,0,0,0.13,0,0,0,0
"LOC108000782",2.596,3.076,1.384,2.479,3.558,1.849,0.745,0.911,1.198,0.824,1.017,1.466,1.784,1.971,1.121
"LOC107999296",0.522,0.682,0.477,0.285,0,0.213,0.086,0.179,0.184,0.243,0.394,0.325,0,0.097,0
"LOC107993188",0,0,0,0,0,0,0,0.115,0.118,0,0,0,0.105,0,0
"LOC107997376",2.089,3.449,1.671,0.499,1.432,0.558,2.699,2.985,1.446,6.109,5.679,5.185,5.17,3.231,7.311
"LOC108002972",127.097,123.654,89.576,39.609,42.275,30.948,56.965,72.576,70.294,60.975,60.51,63.364,60.457,49.578,51.153
"LOC114578214",3.215,2.395,3.351,2.047,1.469,1.222,8.122,4.254,4.352,4.547,4.408,3.217,4.714,3.907,4.111
"LOC107996175",55.229,61.711,57.314,27.956,24.798,24.2,35.834,39.199,39.596,57.689,52.256,51.884,32.954,38.474,37.077
"LOC107992491",179.648,165.411,165.235,34.761,31.484,30.641,116.456,107.427,121.218,126.696,143.302,151.443,112.8,118.048,107.308
"LOC108003538",0.29,0,0,0.062,0.066,0,0,0,0.059,0.21,0.284,0.14,0.319,0.441,0.1
"LOC114578149",0.158,0.482,0.45,0.101,0.271,0.394,1.453,1.284,1.558,0.688,0.976,1.034,0.261,0.309,0.41
"LOC107993276",21.954,15.04,16.512,92.971,86.619,85.845,89.557,118.536,104.468,132.628,117.165,100.376,77.632,66.812,70.403
"LOC108000686",1.044,0.354,1.608,0.554,0.835,2.852,20.089,9.213,14.032,3.22,4.092,6.069,0.191,0.68,0.18
"LOC114578301",0,0,0,0,0,0,0.956,0,0,0,0,0,0,0,0
"LOC107994232",16.824,18.191,16.78,18.314,20.647,18.753,22.903,23.502,21.875,32.624,31.255,26.017,20.816,20.228,22.859
"LOC108000434",4.421,5.389,4.557,33.498,25.154,23.939,26.147,22.869,26.935,46.902,43,53.951,115.73,106.357,118.264
"LOC108001176",36.274,36.846,39.695,78.76,83.005,81.809,89.155,101.557,92.825,113.294,122.844,115.124,76.205,83.422,72.378
"LOC107994267",11.942,11.242,11.386,56.562,60.895,55.095,37.962,39.33,43.734,50.467,40.31,43.017,33.636,36.787,40.239
"LOC107993964",281.917,272.424,282.426,270.976,278.514,269.971,333.115,283.57,315.509,246.816,228.245,257.119,314.795,309.385,299.709
"Trnac-gca_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108001288",32.051,27.009,29.528,19.248,19.609,22.094,13.961,11.066,12.843,10.292,9.857,10.767,112.976,113.35,116.813
"LOC108003573",125.661,122.909,124.549,29.105,26.911,31.035,25.114,33.91,26.145,32.28,24.546,20.356,14.984,15.814,15.333
"LOC107999028",0.46,0.545,0.545,0.049,0.053,0,0.044,0.046,0.047,0,0,0.074,0.379,0.2,0.159
"LOC107997918",26.926,24.709,29.251,13.15,15.416,14.606,20.643,18.036,17.794,28.464,30.299,31.263,30.288,32.869,29.027
"LOC107993629",42.79,40.409,48.592,44.219,42.795,45.074,41.556,46.498,46.339,39.328,32.808,33.428,38.284,30.035,31.367
"LOC108002383",0.706,0,0.753,35.065,36.057,42.507,3.649,5.308,5.431,1.536,2.282,2.222,0.777,3.218,1.281
"LOC107994030",27.433,27.866,29.512,8.144,8.513,8.848,17.88,20.514,15.171,30.858,25.708,24.235,21.304,30.653,24.503
"LOC107994118",9.955,10.711,10.352,6.221,5.914,6.83,40.858,39.119,42.066,64.527,59.369,60.829,50.831,51.465,50.957
"LOC108000575",239.876,238.835,234.656,65.398,66.804,68.283,122.452,105.943,110.579,73.944,72.152,78.37,152.662,157.373,156.942
"LOC114576966",5.655,3.717,5.674,1.906,0.912,3.792,0.573,0.8,1.023,0.362,1.173,0.322,1.098,0.433,0.345
"LOC107997803",1.392,2.828,1.649,20.09,19.085,22.481,6.927,4.466,5.997,7.826,18.27,9.437,10.972,16.011,10.584
"LOC108003279",0,0,0,6.397,4.427,8.18,6.386,5.179,4.637,3.513,1.898,4.17,7.103,4.438,5.766
"LOC108000568",24.831,16.29,26.475,12.187,15.603,14.374,21.683,29.249,20.056,25.048,14.897,19.54,18.776,17.177,19.845
"LOC107998789",8.839,4.655,7.679,254.5,247.966,231.602,207.888,287.477,253.432,430.987,353.792,284.232,262.117,265.773,265.59
"LOC108000501",6.527,5.834,3.711,1.33,0.984,1.488,6.67,7.537,8.033,2.912,2.915,3.097,2.656,4.589,3.451
"LOC107995318",41.38,41.687,41.793,32.028,27.666,32.145,23.223,19.37,23.216,16.41,16.328,20.696,36.68,30.923,32.772
"LOC108002991",0,0,0,2.978,6.768,3.517,2.536,1.406,2.238,0.424,0.153,0,7.858,6.935,7.408
"LOC107998448",28.53,30.139,33.419,6.104,6.571,7.155,15.071,14.415,11.237,11.175,11.938,13.042,10.292,10.699,8.637
"LOC108001894",44.467,44.228,44.227,70.291,67.631,65.893,127.572,97.512,111.454,112.641,134.381,153.048,132.797,133.896,138.712
"LOC107992472",40.928,39.452,35.706,42.808,38.861,39.85,52.289,58.317,58.438,60.237,62.224,65.619,64.702,61.33,62.963
"LOC108000454",1727.845,1767.044,1756.048,554.465,600.444,601.501,1667.769,1442.764,1508.002,1863.498,1840.02,2030.997,2968.701,3000.566,2958.636
"LOC108002325",40.757,57.197,42.311,32.438,29.409,34.005,52.962,53.545,45.213,58.058,63.031,61.027,48.955,46.785,55.323
"LOC107995264",3.073,2.185,3.713,24.263,29.598,23.428,18.969,23.475,21.465,30.344,28.445,26.935,29.744,33.913,35.845
"LOC107996984",0,0,0,22.759,25.445,24.977,22.892,25.221,34.688,28.795,22.622,22.968,30.241,31.327,31.002
"LOC114577869",0,0,0,0,0,0,0,0.386,0,0,0,0.311,0,0,0
"LOC107994050",0,0,0.328,1.174,1.264,0.985,0.794,1.386,1.702,2.759,2.167,2.009,8.112,8.103,6.213
"LOC107992614",135.277,136.092,136.072,94.82,97.185,94.221,146.27,150.533,141.221,140.788,134.436,134.755,163.394,156.783,151.259
"LOC107996093",0,0.181,0,1.815,1.832,1.65,5.216,1.821,4.604,1.938,2.198,3.019,28.015,27.948,28.256
"LOC107994042",0.357,0.29,0.254,7.279,8.18,7.178,14.113,12.163,13.631,8.396,9.784,7.889,3.576,4.047,3.815
"LOC107996639",0,0,0,0,0.107,0,0.045,0.047,0.048,0,0,0.038,0,0.102,0
"LOC107999774",12.855,15.832,13.477,22.406,25.224,26.102,15.316,16.914,14.833,15.473,15.109,16.34,22.622,24.061,23.157
"LOC114578004",0,0,0,0.633,0,0.142,0.228,0.479,0.979,0.216,0.351,0.578,0.109,0,0
"LOC107997897",418.903,407.821,415.718,171.352,175.312,172.845,198.524,213.709,196.178,210.473,193.087,202.58,206.453,206.595,198.114
"LOC108003722",0,0,0,0,0,0,1.623,2.318,2.214,19.711,19.48,29.365,35.327,31.284,34.9
"LOC108002830",0,0,0.121,0.761,0.82,0.852,1.177,1.541,1.682,2.51,2.811,2.896,3.476,4.004,4.517
"LOC107999416",83.676,84.864,77.541,40,36.542,39.28,41.684,39.903,38.099,36.446,37.379,35.344,21.718,21.384,22.365
"LOC107996168",0,0,0.138,4.824,7.325,7.336,29.896,20.216,24.27,145.752,170.576,213.372,853.973,830.767,855.582
"LOC107995846",140.088,157.077,144.484,39.437,29.92,41.167,31.745,50.006,43.744,45.682,32.247,22.746,15.088,14.885,19.826
"KEH14_t10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107993794",495.536,489.338,508.572,305.567,297.677,312.429,284.294,337.969,315.565,334.388,306.122,287.423,244.276,248.241,243.318
"LOC107997770",74.567,74.622,76.898,27.477,25.454,28.53,28.639,25.051,26.187,18.509,17.812,19.731,40.51,40.837,40.841
"LOC107998277",9.39,9.971,8.798,45.926,46.519,50.174,43.866,50.059,50.035,61.299,63.96,56.009,45.182,51.823,46.353
"LOC108003787",104.766,109.671,111.907,86.162,83.586,83.559,66.337,97.324,69.308,93.093,74.225,49.182,37.769,40.736,38.471
"LOC107996349",1.291,1.529,0.917,18.352,19.021,18.544,16.673,16.043,14.428,29.489,23.007,22.082,14.904,18.345,22.19
"LOC107997029",44.074,33.577,37.498,63.141,69.123,63.755,42.369,41.773,48.698,42.869,36.105,38.32,49.21,36.955,41.023
"LOC107999919",0,0.094,0.198,1.3,1.081,1.521,4.05,3.014,3.598,2.979,2.618,3.146,25.058,25.739,24.199
"LOC107996101",53.747,69.211,52.341,15.629,19.147,14.774,21.141,36.146,23.7,27.858,20.394,15.165,11.869,12.399,13.822
"LOC107996217",311.258,295.192,292.649,302.901,316.412,328.6,320.261,285.693,309.474,245.144,270.06,264.242,213.732,230.021,218.841
"LOC107994252",240.488,242.432,217.037,1089.257,1141.979,1092.167,1044.832,1281.684,1218.045,1507.349,1464.687,1317.532,1036.569,989.007,1017.764
"LOC108003558",19.279,16.262,16.348,19.813,22.336,22.09,36.123,35.196,32.679,40.544,39.622,42.176,52.733,50.281,46.671
"LOC108003626",0.799,0.974,1.932,14.964,15.453,17.428,20.196,18.079,17.021,23.572,19.543,19.665,18.552,18.008,17.571
"LOC107998190",892.478,888.507,901.707,124.418,120.884,124.416,51.553,53.315,52.872,24.91,20.55,25.677,45.632,43.34,42.533
"LOC107994445",0.414,0.525,0.514,3.226,2.977,4.568,2.197,1.617,1.591,4.107,3.342,3.455,1.763,2.087,2.198
"LOC107995479",0.514,0.418,0.365,1.309,1.479,2.123,3.245,3.091,3.795,6.989,6.341,5.922,34.587,35.126,36.387
"LOC114577116",2.049,0.833,2.913,0.261,0,0,0.471,0,0,0,0,0,0,0,0
"LOC107995661",23.557,26.772,26.443,9.653,9.433,8.392,11.45,15.081,14.066,16.051,15.832,14.457,15.135,14.426,13.24
"LOC107994240",0,0,0,10.073,10.845,12.856,0,0,0,0.134,0.291,0.12,0.544,0,0.513
"LOC108003464",0,0,0,194.076,186.094,200.285,95.232,92.594,97.372,35.393,36.03,35.782,50.647,43.663,48.23
"LOC107995976",3.515,5.611,4.462,4.956,6.196,6.619,6.055,6.796,4.635,8.469,8.558,6.566,2.9,3.923,1.822
"LOC114576796",0,0,0,0.548,0,0,0.494,0.518,0.265,2.342,0.506,0.417,0.71,0.561,0.446
"LOC107995608",54.663,47.299,61.158,73.476,78.411,85.103,56.379,39.576,48.59,34.694,50.566,50.489,67.915,54.701,74.517
"LOC108000755",19.195,20.592,20.02,7.539,6.395,6.646,8.24,8.417,10.488,7.808,11.702,9.556,11.74,7.475,9.486
"LOC108003024",8.421,10.842,9.607,0.751,0.735,0.535,2.156,2.645,2.443,2.276,1.45,1.87,2.389,1.955,1.946
"LOC107999072",0,0,0.095,0.254,0.456,0,0,0,0,0.072,0,0,0.366,0,0.069
"LOC107994223",23.229,22.98,24.694,61.732,63.277,67.062,95.566,100.353,90.492,162.854,152.535,149.457,205.719,219.352,211.204
"LOC114576918",0,0,0,6.502,4.606,5.553,1.543,2.101,1.158,2.339,2.211,2.863,0.887,1.925,2.647
"LOC108002209",21.266,17.622,20.021,20.667,18.797,20.6,20.244,22.216,21.811,35.722,36.177,30.171,31.801,32.548,34.62
"LOC107994166",1.12,0,0.239,3.852,4.839,3.592,4.375,3.572,3.31,1.158,0.856,0.76,4.252,3.793,2.556
"Trnaa-cgc",0,0,0,0,0,0,0,0,0,0,0,4.725,8.049,3.176,7.587
"LOC107995760",446.771,465.694,447.968,69.165,70.261,75.363,198.493,224.567,208.53,175.429,161.857,161.259,90.861,96.524,102.65
"LOC108001277",121.625,118.855,116.961,611.148,612.719,624.502,342.812,396.039,352.933,264.042,235.587,269.336,197.355,209.756,203.151
"LOC107993889",69.852,68.487,60.818,232.383,230.307,234.181,160.102,190.999,183.461,168.636,153.372,146.577,206.836,191.86,197.275
"LOC108003910",169.236,179.135,171.477,151.226,149.912,144.725,264.989,245.521,249.418,274.568,283.907,309.349,654.393,677.505,678.101
"Trnae-cuc_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107993402",619.018,648.947,608.84,288.219,274.802,262.405,311.572,279.798,312.692,263.401,282.886,269.248,261.748,277.573,274.931
"LOC108001190",53.556,48.369,56.129,35.839,31.909,33.757,28.91,33.213,29.45,31.849,29.868,25.589,21.746,18.941,20.623
"LOC107997469",0,0.86,0.902,1.078,1.16,0.905,18.225,15.528,14.584,23.714,28.104,34.019,26.764,29.757,32.47
"LOC108000381",56.522,53.73,59.907,65.766,63.518,63.612,57.009,65.511,60.332,70.615,60.333,61.159,68.767,62.688,68.002
"LOC108003753",116.995,129.392,121.046,125.837,127.794,122.696,145.81,121.011,130.875,142.317,150.041,155.667,170.167,180.459,180.252
"LOC108002362",157.061,151.25,158.293,136.074,134.661,129.681,73.883,71.208,81.661,68.331,64.847,63.399,74.795,82.312,72.838
"LOC107997966",0,0,0,25.42,28.057,21.034,1.156,3.229,1.239,2.008,4.535,4.549,0.369,1.311,1.217
"LOC114576803",0.715,0.484,0.339,0,0.654,0.34,3.971,6.885,4.256,7.135,7.848,6.12,1.18,0.621,0.865
"LOC107997671",7.04,5.646,5.004,32.321,35.559,31.415,19.573,28.972,23.714,36.082,39.195,27.452,19.561,15.439,17.287
"LOC114577007",0,0,0,1.274,1.372,2.139,0,1.204,0.924,3.539,1.764,0.969,2.476,3.583,3.113
"LOC107998894",57.87,63.91,70.07,67.267,69.191,72.154,65.683,46.141,56.525,42.099,54.177,64.356,77.896,82.582,59.128
"LOC108002337",142.67,135.466,135.681,121.347,117.568,125.565,141.583,149.325,141.323,149.09,139.979,139.579,107.996,108.185,109.715
"LOC107994819",777.387,779.444,812.042,25.887,25.714,28.639,64.395,63.212,61.228,35.264,32.233,33.766,60.03,61.18,55.396
"LOC108001448",27.427,30.71,29.464,0.099,0.534,0.333,2.237,2.625,2.11,0.763,0.824,0.83,0.171,0.203,0.162
"LOC114577497",2.311,1.174,2.464,0,0,0,0,0,0,0,0,0,0,1.505,0
"LOC107999270",4.606,2.807,2.837,0.782,1.052,0.656,1.058,0,0.756,0.167,0.361,0.297,0.338,0.4,0.159
"LOC108001789",179.978,179.842,173.848,10.341,9.673,10.243,31.032,24.341,29.109,21.099,24.356,26.258,37.823,35.996,38.416
"LOC108000763",21.954,21.453,20.147,8.759,9.144,9.306,17.153,14.291,16.674,18.822,21.149,18.032,19.332,19.811,21.753
"LOC107993374",0.403,0.256,0.072,1.861,1.83,1.472,1.128,0.697,1.054,1.59,2.043,2.001,4.765,5.642,4.936
"LOC107993005",58.435,54.424,56.147,52.151,52.595,50.629,38.571,54.912,48.412,57.416,51.844,46.169,26.26,29.192,30.209
"LOC107997390",5.965,6.525,6.034,78.446,77.378,80.914,54.67,61.961,59.582,56.292,49.618,45.329,34.445,40.629,34.135
"LOC107993495",0,0,0,0,0,0,0.515,0.269,0.551,0,0.527,0,0.493,0.146,0.348
"LOC107997274",164.756,153.394,153.71,164.831,159.45,163.494,81.314,106.841,95.394,62.846,62.47,59.142,38.27,39.304,41.127
"LOC114578316",0.73,1.483,0.346,0.31,0.5,0.347,0.279,1.171,1.796,1.323,0.858,0.471,1.873,1.109,1.009
"LOC114577659",0,0,0,0.395,0.425,0.884,0.89,0.186,0,0.337,0,0,1.705,2.422,0.482
"LOC107993290",10.686,15.58,15.459,42.025,44.038,42.904,81.353,68.283,74.195,98.215,100.332,118.714,82.065,87.088,75.731
"LOC107999394",10.321,11.816,11.296,34.007,31.67,33.617,40.168,36.461,35.691,80.128,78.758,86.555,153.705,152.53,170.289
"LOC108002647",833.07,887.251,862.28,568.061,596.705,596.469,573.698,527.403,581.728,492.491,553.768,543.798,401.557,420.845,406.658
"LOC114577175",6.948,5.669,6.477,0.145,0.468,0.162,0.589,0.891,0.841,0.31,0.335,0.221,0.125,0.297,0.709
"LOC107999534",40.275,33.812,46.928,47.541,40.593,44.942,38.225,41.923,36.442,41.421,41.177,38.205,41.465,40.709,37.277
"LOC108002134",167.035,165.417,166.029,94.989,86.405,90.433,70.476,65.61,79.196,56.945,58.017,62.105,48.837,48.923,47.066
"LOC108003765",1.2,0.762,0.64,9.649,13.68,13.684,6.892,5.596,6.094,4.816,5.555,6.103,7.756,7.229,8.012
"LOC107995915",24.498,28.712,27.592,58.713,59.766,59.522,25.102,24.936,26.75,24.604,23.035,20.38,16.305,14.068,16.086
"LOC107993177",14.471,15.86,16.403,36.419,39,37.17,31.792,33.029,33.09,44.086,41.223,41.122,56.25,60.792,56.184
"LOC107994744",279.321,293.433,240.483,292,311.286,255.066,286.555,349.197,318.883,379.744,341.182,322.501,222.528,215.882,241.821
"LOC107997530",10.635,12.073,9.56,58.353,60.464,55.044,54.597,56.441,51.009,55.644,53.307,53.164,46.959,42.968,40.375
"LOC107992584",125.472,111.925,128.231,111.015,100.854,96.429,57.507,71.926,63.497,71.726,58.11,48.422,41.506,43.955,36.237
"LOC108000826",37.122,35.68,32.911,43.332,38.033,38.677,41.941,51.499,43.847,57.654,41.52,31.893,25.902,23.259,23.589
"Trnaa-agc_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108002928",33.09,38.982,34.653,8.727,7.113,8.788,49.466,38.981,46.148,15.552,17.95,19.532,35.64,38.242,34.206
"LOC108002597",0.842,0.214,0,0.402,0,0.45,3.988,2.025,4.015,1.946,2.35,1.733,0.231,0.411,0.873
"LOC108000907",69.245,52.433,68.458,46.895,47.035,52.026,44.096,67.775,57.721,44.863,58.451,33.531,25.617,29.918,30.675
"Trnag-gcc_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107998176",309.886,317.792,316.492,464.648,464.23,465.938,189.925,198.834,201.038,176.052,179.946,177.286,206.965,208.753,212.886
"LOC114576897",3.068,3.116,6.978,2.735,4.206,3.279,2.994,1.476,0.944,1.168,0.721,2.377,5.061,5.592,4.294
"LOC114577639",1.639,0,1.941,4.174,1.872,1.946,5.646,3.614,5.043,2.675,0,0.529,0.901,0.356,1.133
"LOC114577101",0,0,0,2.552,2.007,2.416,3.097,4.172,3.699,6.96,5.344,5.896,10.934,9.734,8.789
"LOC114577349",0.164,0.167,0.117,4.607,2.931,3.515,17.374,12.957,17.912,67.635,56.535,78.438,9.948,12.205,10.315
"LOC108003778",225.26,206.118,227.216,17.316,18.517,19.246,26.236,23.738,23.16,14.447,12.485,14.322,35.904,32.193,31.805
"LOC107998288",1.464,0,0.347,17.706,21.403,11.123,13.446,14.085,18.614,12.209,10.608,10.395,7.512,6.035,6.07
"LOC107995990",0,0.194,0,4.369,4.311,5.16,8.098,8.483,6.334,13.894,14.113,13.198,12.473,11.54,10.473
"LOC114576770",0.265,0.179,0,0.112,0.121,0.063,0.658,0.53,0.76,9.929,9.119,8.325,1.842,2.009,2.194
"LOC108002357",29.03,21.379,24.073,14.479,16.915,13.961,16.113,16.297,11.91,7.238,6.398,6.326,3.725,2.362,3.888
"LOC107997692",290.491,304.881,306.79,42.669,40.488,42.081,152.609,163.965,157.797,191.095,182.563,191.134,323.246,319.831,321.204
"LOC114577168",0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0
"LOC107993215",165.229,182.387,157.892,24.364,24.347,28.801,26.14,35.764,28.5,16.227,18.682,15.299,20.072,24.657,24.517
"Trnaa-agc_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC108004169",8.459,10.401,10.759,135.211,130.616,143.686,91.513,102.826,89.862,109.716,114.594,105.851,90.585,105.214,96.702
"LOC107999468",0,0,0,0,0.273,0.284,0.571,0.239,0.49,0.433,0.351,0.385,0.219,0.259,0.413
"LOC107995747",2.449,1.357,2.69,2.551,1.678,1.903,2.812,0.669,1.918,1.332,1.047,1.401,0.49,0.87,0.923
"LOC107997550",4.027,3.913,3.983,20.96,21.846,20.959,10.959,13.481,8.405,9.812,9.467,9.497,10.881,13.908,12.255
"LOC107999401",18.163,15.067,17.285,25.507,25.939,27.967,21.843,21.425,21.921,16.304,18.383,19.692,15.538,16.621,16.53
"LOC107999091",4.994,6.975,7.987,43.458,41.652,51.594,22.582,31.166,22.922,33.51,31.062,24.99,18.996,20.999,15.534
"LOC108004348",63.062,59.142,59.838,58.493,55.128,56.532,50.851,54.656,52.138,47.387,46.991,45.937,64.417,62.661,65.264
"LOC114577217",0,0,0,4.58,6.574,4.271,0.344,0.361,0,0.652,0.705,0.29,0.989,0.39,0.621
"LOC108003886",13.465,13.281,13.316,18.265,19.397,23.914,4.93,6.925,8.166,5.521,6.881,4.819,6.975,9.02,6.07
"LOC107997796",291.835,294.595,286.628,112.561,119.035,114.664,88.901,105.34,96.806,76.151,75.276,71.379,56.098,56.742,54.765
"LOC108003902",82.229,93.2,88.387,28.335,27.117,27.923,81.705,81.184,79.004,167.781,161.654,155.995,143.918,157.507,148.771
"LOC107993410",0,0,0,0.779,1.119,0,0,0,0,0,0,0,0,0,0
"LOC108002154",11.748,13.365,13.36,54.155,59.914,51.726,38.314,45.788,36.581,64.423,53.298,52.337,42.51,37.018,36.053
"LOC107993071",266.625,307.354,307.468,47.9,49.294,56.358,118.153,141.405,126.634,125.491,118.98,112.504,84.872,87.514,108.97
"LOC107997542",53.649,55.451,50.041,30.204,33.034,32.188,31.561,40.308,31.278,34.409,35.068,23.974,19.565,21.447,19.615
"LOC107996116",0.908,0.513,0.502,4.242,4.567,4.171,2.376,3.096,2.36,4.283,3.678,4.741,5.107,6.243,6.227
"LOC107999554",239.74,243.522,236.401,2141.738,2172.113,2117.944,2577.062,2306.013,2431.301,2751.23,2983.802,3089.548,2740.81,2696.285,2687.356
"LOC107999103",33.582,33.304,36.314,33.543,36.985,35.152,58.577,37.048,46.328,33.422,38.816,43.622,64.243,64.659,61.303
"LOC108000993",39.895,37.782,43.708,21.773,23.852,24.791,37.202,25.62,31.751,32.312,35.785,38.057,30.847,30.661,29.701
"LOC108002503",53.692,52.099,56.944,27.529,29.154,28.992,23.771,24.731,21.216,16.065,13.618,15.737,16.628,15.73,15.968
"LOC107997605",2.247,2.416,1.503,0.757,0.272,0.188,0.455,0.874,0.569,0,0.078,0.192,0.145,0.258,0.206
"LOC108000084",0,0,0,0,0.819,1.702,1.372,0,0,1.3,1.404,0.579,328.515,320.475,302.871
"LOC108001115",246.679,219.03,212.427,72.628,65.48,76.661,80.229,85.341,82.537,65.927,58.798,53.253,39.131,41.414,33.87
"LOC107995831",8.085,12.775,15.964,0.572,0,0,0.516,1.081,0.553,0,0,0,0,0,0.466
"LOC107994529",194.999,204.018,194.968,12.085,13.1,10.559,20.378,22.441,24.8,3.041,4.202,4.533,2.145,1.862,2.696
"LOC108000735",0,0.11,0,0.758,0.519,0.463,0.808,0.456,0.4,1.119,1.717,1.205,4.761,4.368,3.534
"LOC107992428",10.558,17.97,11.358,138.442,137.899,121.166,74.874,70.711,68.132,62.094,66.741,55.961,46.605,51.645,48.075
"LOC108002660",18.174,16.02,19.599,20.018,17.828,19.571,8.036,7.225,7.842,0.739,0.614,0.91,2.24,2.312,1.787
"LOC107994480",1068.993,1033.163,1038.013,105.697,107.551,103.488,176.665,168.633,172.958,62.402,66.054,75.753,105.237,101.998,109.603
"LOC107995366",0,0,0,0.973,0.873,0.635,6.947,5.209,7.132,15.382,10.703,11.348,18.35,21.393,19.741
"LOC108000516",0.245,0.124,0.435,17.144,17.87,15.434,20.731,20.686,25.232,31.028,26.972,25.544,29.211,29.004,30.772
"LOC108003995",0,0,0.276,0.37,0.266,0.415,0,0.117,0,0,0.114,0.094,0,0,0.201
"LOC107996869",13.896,14.377,18.108,75.042,72.5,66.736,36.052,36.064,34.048,44.799,45.368,42.991,41.322,42.722,42.822
"LOC114577984",123.282,136.401,148.292,26.809,29.643,29.458,41.383,28.064,30.814,20.224,25.859,30.676,57.575,56.308,52.308
"LOC108003733",30.432,33.925,32.355,243.11,248.21,238.501,18.066,17.684,19.68,7.296,6.896,7.431,5.744,5.289,8.356
"LOC114577403",86.349,91.755,93.839,146.367,143.34,154.55,174.34,169.047,168.013,280.598,272.23,276.611,331.524,340.37,327.267
"LOC107994285",1549.988,1515.317,1533.325,915.498,929.401,953.49,928.941,892.686,944.588,974.424,939.815,1057.137,1143.801,1107.742,1155.245
"LOC108002019",144.956,144.116,149.836,36.044,38.967,32.569,82.007,89.041,80.46,72.418,62.081,61.248,51.06,44.566,42.362
"LOC114577093",0.233,0.473,0,0,0.798,0,0.535,1.26,0.286,1.393,0.684,1.465,2.816,2.576,1.207
"LOC108003321",31.077,35.134,31.01,149.26,149.121,143.014,135.844,132.463,133.044,146.511,139.432,150.886,166.382,165.558,168.811
"LOC108002918",9.382,8.689,11.179,5.446,4.54,5.111,2.852,4.979,3.906,3.303,3.567,3.073,7.132,6.467,7.295
"LOC108003675",73.26,71.255,65.159,97.915,97.416,98.201,71.398,78.692,79.714,68.354,62.56,57.954,48.844,46.683,44.902
"LOC107995391",20.157,14.029,14.593,32.324,31.729,32.978,33.65,39.741,32.16,41.834,38.609,38.14,26.686,27.948,25.931
"LOC107996569",1.566,1.116,1.055,1.05,1.017,1.605,13.978,12.593,13.561,31.48,28.726,30.695,122.482,119.961,120.632
"LOC107995925",42.699,42.054,40.398,112.698,106.697,104.627,64.191,65.769,64.183,59.565,55.697,46.942,49.422,53.157,52.198
"LOC108004516",17.374,17.1,15.801,48.509,49.71,49.898,15.552,9.152,10.626,6.223,7.103,9.929,2.967,3.021,2.35
"LOC107994407",18.334,18.424,18.866,2.509,2.731,3.056,7.101,7.177,7.598,8.162,6.628,7.665,10.418,10.504,9.978
"LOC108002803",894.625,856.003,861.226,6.028,5.549,6.145,68.764,58.108,65.679,7.641,7.546,8.61,10.122,9.772,9.742
